Date,Backend,JobID,Shots,Alpha,Qubit,P_Value,Zero,One,Quality
2025-01-25,ibm_brisbane,cyabwyvrta1g0087m3pg,80000,0.01,0,1.1224297172983089e-29,38400,41600,0
2025-01-25,ibm_brisbane,cyabwyvrta1g0087m3pg,80000,0.01,1,0.31875452964496814,39859,40141,1
2025-01-25,ibm_brisbane,cyabwyvrta1g0087m3pg,80000,0.01,2,4.2189365240058034e-12,40980,39020,0
2025-01-25,ibm_brisbane,cyabwyvrta1g0087m3pg,80000,0.01,3,1.2358214332363416e-31,38345,41655,0
2025-01-25,ibm_brisbane,cyabwyvrta1g0087m3pg,80000,0.01,4,0.00010978832323824733,40547,39453,0
2025-01-25,ibm_brisbane,cyabwyvrta1g0087m3pg,80000,0.01,5,0.7131002767842509,39948,40052,1
2025-01-25,ibm_brisbane,cyabwyvrta1g0087m3pg,80000,0.01,6,0.9099218741589818,40016,39984,1
2025-01-25,ibm_brisbane,cyabwyvrta1g0087m3pg,80000,0.01,7,0.01784552847339296,39665,40335,1
2025-01-25,ibm_brisbane,cyabwyvrta1g0087m3pg,80000,0.01,8,0.0004649465910044061,40495,39505,0
2025-01-25,ibm_brisbane,cyabwyvrta1g0087m3pg,80000,0.01,9,0.009264052446637389,39632,40368,0
2025-01-25,ibm_brisbane,cyabwyvrta1g0087m3pg,80000,0.01,10,0.2005932259666371,39819,40181,1
2025-01-25,ibm_brisbane,cyabwyvrta1g0087m3pg,80000,0.01,11,0.4927802203336367,39903,40097,1
2025-01-25,ibm_brisbane,cyabwyvrta1g0087m3pg,80000,0.01,12,0.00015939883116756419,39466,40534,0
2025-01-25,ibm_brisbane,cyabwyvrta1g0087m3pg,80000,0.01,13,2.4273850932808808e-12,39009,40991,0
2025-01-25,ibm_brisbane,cyabwyvrta1g0087m3pg,80000,0.01,14,0.7664780770178965,40042,39958,1
2025-01-25,ibm_brisbane,cyabwyvrta1g0087m3pg,80000,0.01,15,9.89673462524562e-06,39375,40625,0
2025-01-25,ibm_brisbane,cyabwyvrta1g0087m3pg,80000,0.01,16,2.403468262870055e-31,41647,38353,0
2025-01-25,ibm_brisbane,cyabwyvrta1g0087m3pg,80000,0.01,17,3.2899018430414304e-17,41193,38807,0
