Date,Backend,JobID,Shots,Alpha,Qubit,P_Value,Zero,One,Quality
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,0,6.5309247772891546e-80,47007,52993,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,1,6.13967494329294e-13,48862,51138,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,2,0.6352562959972483,50075,49925,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,3,1.0450744334816392e-50,47632,52368,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,4,0.16602873582203959,50219,49781,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,5,0.9193973445748893,50016,49984,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,6,0.09250453445893692,50266,49734,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,7,0.0013732034599669223,49494,50506,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,8,0.0025016859407515006,50478,49522,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,9,0.24198377184733505,49815,50185,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,10,0.005495105197443062,49561,50439,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,11,0.08888565804041162,49731,50269,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,12,0.00012039048603064206,49392,50608,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,13,6.978548985539772e-14,48816,51184,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,14,0.23443321336131978,49812,50188,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,15,0.0005942319864722858,49457,50543,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,16,6.89971731243321e-06,49289,50711,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,17,7.722679550543438e-05,50625,49375,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,18,1.2409429330347425e-05,50691,49309,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,19,0.0004809379849386703,50552,49448,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,20,1.730679278874353e-13,48835,51165,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,21,1.3519524217820374e-06,49236,50764,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,22,0.019942052557096784,49632,50368,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,23,0.012044138668560156,49603,50397,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,24,0.0,40370,59630,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,25,0.8198919185049236,49964,50036,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,26,9.931930783094574e-39,47942,52058,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,27,0.09624078522056503,49737,50263,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,28,2.511554168391961e-125,46235,53765,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,29,0.00045866341392318793,49446,50554,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,30,0.05946799036036217,50298,49702,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,31,0.8594396218419178,49972,50028,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,32,0.20817972253643222,50199,49801,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,33,8.41549530167766e-39,52060,47940,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,34,0.10273526606245226,50258,49742,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,35,3.9051658811715826e-09,49069,50931,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,36,0.0013433716852994688,49493,50507,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,37,0.08310843879498972,49726,50274,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,38,0.01489369124929684,50385,49615,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,39,1.4822351560627133e-121,46293,53707,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,40,0.9596470976201359,50008,49992,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,41,0.35911092688316965,50145,49855,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,42,4.1390270194375005e-06,49272,50728,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,43,1.7092635240198444e-16,48697,51303,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,44,0.7184735158775999,49943,50057,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,45,7.773729415915863e-38,47967,52033,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,46,0.00010855540351832976,50612,49388,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,47,9.509294351575078e-07,50775,49225,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,48,0.0019833948560500497,49511,50489,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,49,1.266632740785409e-09,50960,49040,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,50,8.02204461373437e-09,50912,49088,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,51,3.9893758796801134e-23,51566,48434,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,52,3.367709680037211e-37,47985,52015,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,53,0.0,59790,40210,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,54,0.00018101505018896914,50592,49408,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,55,0.1475266910989218,50229,49771,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,56,1.1165044810739511e-06,50770,49230,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,57,1.0040274021937775e-08,50906,49094,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,58,4.266648353165983e-06,49273,50727,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,59,0.02062457819013743,50366,49634,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,60,3.1114967074590325e-07,49191,50809,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,61,0.04169948965781678,50322,49678,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,62,0.0022053664294688297,49516,50484,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,63,2.1367397734060568e-05,49328,50672,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,64,0.4073779146671347,49869,50131,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,65,0.003206213696548787,49534,50466,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,66,0.11240773329129047,49749,50251,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,67,9.91288282978576e-34,51914,48086,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,68,0.003339847309891378,50464,49536,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,69,0.5778274962660034,50088,49912,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,70,6.6130979810503226e-49,47676,52324,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,71,0.0005162483928975297,50549,49451,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,72,1.3775353359192079e-21,48491,51509,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,73,0.01293513273295053,50393,49607,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,74,0.1699300815859792,49783,50217,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,75,2.6125343003398075e-06,50743,49257,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,76,2.4293944122589733e-08,50882,49118,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,77,1.562469275125795e-11,48934,51066,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,78,7.166817440501981e-09,50915,49085,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,79,0.12432589610371421,49757,50243,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,80,1.00561837590397e-62,52643,47357,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,81,1.2847810098265217e-07,50835,49165,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,82,2.708834112119627e-08,49121,50879,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,83,0.026856695507524425,49650,50350,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,84,0.5437465194599173,49904,50096,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,85,0.012261631842860584,50396,49604,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,86,0.7807970944916561,49956,50044,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,87,1.4583212415023603e-16,51306,48694,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,88,0.016817115807302056,49622,50378,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,89,0.029581663810498583,49656,50344,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,90,4.5164095005265756e-05,50645,49355,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,91,0.06478045929338876,49708,50292,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,92,0.4866160457640505,49890,50110,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,93,6.168762769067807e-11,48966,51034,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,94,1.5626178533352696e-05,49317,50683,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,95,4.558818761381478e-233,55154,44846,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,96,0.016529631999628886,50379,49621,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,97,0.12588252983966752,50242,49758,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,98,0.0005162483928975297,50549,49451,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,99,2.133845637131511e-19,48576,51424,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,100,2.6125343003398075e-06,50743,49257,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,101,4.48159468709702e-08,49135,50865,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,102,4.709008355573418e-87,53127,46873,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,103,0.16219514546204072,49779,50221,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,104,1.0396829197580384e-09,50965,49035,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,105,0.9445358292178615,50011,49989,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,106,0.11240773329129047,50251,49749,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,107,6.605641243037262e-22,51521,48479,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,108,1.3519524217820374e-06,50764,49236,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,109,9.304417086363444e-13,48871,51129,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,110,1.1710082262585247e-05,50693,49307,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,111,0.14058355898683972,49767,50233,1
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,112,1.3445093745287891e-142,54020,45980,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,113,0.0012854939378702998,49491,50509,0
2025-01-25,ibm_brisbane,cyabv0401rbg008jqdx0,100000,0.01,114,0.042338016604397004,50321,49679,1
